ID,keyword_classification,keyword_confidence,keyword_reason,final_classification,llm_reason,classification_method
DRX440344,unknown,0,No relevant keywords,native,"Native. cell type is CD4+ T cells, which is a specific and healthy human cell type",LLM (Fallback)
DRX440349,unknown,0,No relevant keywords,non-native,Non-Native. cell_type=CD4+ T cells,LLM (Fallback)
SRX017709,unknown,0,No relevant keywords,native,Native. cell type=activated CD4+ T cell,LLM (Fallback)
SRX037935,native,50,"Highest weight keyword: 'wt' (category: weak_native, score: 100.0). Matches found: 'wt' in 'condition' (weak_native/100.0)",native,Native. condition=CD34 WT,LLM (Native Validation)
SRX037940,non-native,95,"Highest weight keyword: 'RNAi' (category: strong_non_native, score: 100.0). Matches found: 'RNAi' in 'condition' (strong_non_native/100.0); 'kd' in 'condition' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX037941,non-native,95,"Highest weight keyword: 'kd' (category: strong_non_native, score: 100.0). Matches found: 'kd' in 'condition' (strong_non_native/100.0); 'control' in 'condition' (weak_native/100.0)",non-native,,Keyword (Non-Native)
SRX10977238,unknown,0,No relevant keywords,non-native,"Non-Native. passage number=2, donor ID age=2-4 day",LLM (Fallback)
SRX10977366,non-native,95,"Highest weight keyword: 'embryonic' (category: strong_non_native, score: 100.0). Matches found: 'embryonic' in 'dev stage' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX11513464,native,50,"Highest weight keyword: 'donor' (category: weak_native, score: 100.0). Matches found: 'donor' in 'individual' (weak_native/100.0)",non-native,Non-Native. cell line=Dendritic cells differentiated from monocytes 24 hours,LLM (Native Validation)
SRX11513465,native,50,"Highest weight keyword: 'donor' (category: weak_native, score: 100.0). Matches found: 'donor' in 'individual' (weak_native/100.0)",non-native,"Non-Native. cell type=tolDC, cell_type_class=Blood, Cell_type=Dendritic Cells, source_name=Tolerogenic dendritic cells differentiated from monocytes 24 hours (replicate B)",LLM (Native Validation)
SRX12118509,unknown,0,No relevant keywords,native,"Native. Cell_type_class=Blood, Cell_type=Naive B cells",LLM (Fallback)
SRX12129506,unknown,0,No relevant keywords,non-native,Non-Native. cell type=T cells,LLM (Fallback)
SRX12209241,non-native,95,"Highest weight keyword: 'stimulated' (category: strong_non_native, score: 83.33333333333334). Matches found: 'stimulated' in 'source_name' (strong_non_native/83.33333333333334); 'control' in 'case or control' (weak_native/100.0)",non-native,,Keyword (Non-Native)
SRX13006802,unknown,0,No relevant keywords,non-native,"Non-Native. age=74 year, donor ID=ENCDO907CMO",LLM (Fallback)
SRX14280059,unknown,0,No relevant keywords,non-native,Non-Native. disease state=NAFLD,LLM (Fallback)
SRX14280087,native,50,"Highest weight keyword: 'normal' (category: weak_native, score: 100.0). Matches found: 'normal' in 'disease state' (weak_native/100.0); 'control' in 'disease state' (weak_native/100.0)",native,Native. disease state=Normal control,LLM (Native Validation)
SRX15717771,native,50,"Highest weight keyword: 'untreated' (category: weak_native, score: 100.0). Matches found: 'untreated' in 'treatment' (weak_native/100.0)",native,"Native. cell type=Primary human islets, treatment=untreated",LLM (Native Validation)
SRX16495661,unknown,0,No relevant keywords,native,"Native. cell_type_class=Blood, cell type=CD8+ T cells",LLM (Fallback)
SRX16495697,unknown,0,No relevant keywords,non-native,"Non-Native. dev stage=adult, age=90 or above year",LLM (Fallback)
SRX170349,native,50,"Highest weight keyword: 'wild-type' (category: weak_native, score: 100.0). Matches found: 'wild-type' in 'genotype/variation' (weak_native/100.0)",native,"Native. genotype/variation=wild type, developmental stage=Adult",LLM (Native Validation)
SRX1738529,unknown,0,No relevant keywords,non-native,"Non-Native. cell type=Hematopoietic Stem Cells, source_name=Human Stem and Progenitor Cell",LLM (Fallback)
SRX18672589,native,50,"Highest weight keyword: 'untreated' (category: weak_native, score: 100.0). Matches found: 'untreated' in 'treatment' (weak_native/100.0)",non-native,"Non-Native. cell line=C20, treatment=untreated",LLM (Native Validation)
SRX18672592,unknown,0,No relevant keywords,non-native,"Non-Native. cell line=C20, CTCF-KD",LLM (Fallback)
SRX18768994,unknown,0,No relevant keywords,non-native,Non-Native. cell type=Human primary adipose stem cells; source_name=Adipose,LLM (Fallback)
SRX18768997,unknown,0,No relevant keywords,non-native,"Non-Native. cell type=Human primary adipose stem cells, tissue=Adipose",LLM (Fallback)
SRX19123217,native,75,"Highest weight keyword: 'healthy donor' (category: strong_native, score: 76.92307692307692). Matches found: 'healthy donor' in 'disease state' (strong_native/76.92307692307692)",native,"Native. cell type: B cells, disease state: healthy control",LLM (Native Validation)
SRX212182,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'source_name' (strong_non_native/100.0); 'no treatment' in 'treatment' (weak_native/77.77777777777779)",non-native,,Keyword (Non-Native)
SRX212351,unknown,0,No relevant keywords,native,"Native. cell type class = Blood, cell type = Macrophages",LLM (Fallback)
SRX212353,unknown,0,No relevant keywords,native,"Native. donor=1, treatment=none",LLM (Fallback)
SRX2166886,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'age' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX2253219,unknown,0,No relevant keywords,non-native,"Non-Native. cell line=Cll cells, disease=CLL",LLM (Fallback)
SRX2268292,non-native,95,"Highest weight keyword: 'fetal' (category: strong_non_native, score: 100.0). Matches found: 'fetal' in 'source_name' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX23045260,native,50,"Highest weight keyword: 'vehicle' (category: weak_native, score: 100.0). Matches found: 'vehicle' in 'treatment' (weak_native/100.0)",native,"Native. treatment=Vehicle, Cell_type_class=Epidermis, Cell_type=Dermal fibroblast",LLM (Native Validation)
SRX23045263,unknown,0,No relevant keywords,non-native,"Non-Native. treatment=TGFb, cell type=Human dermal fibroblasts (generic human cell type is not a non-native indicator unless modified)",LLM (Fallback)
SRX23335286,unknown,0,No relevant keywords,non-native,Non-Native. cell line is immortalized (passage number=2) and the specimen comes from a very young donor (age=0),LLM (Fallback)
SRX23335288,unknown,0,No relevant keywords,non-native,"Non-Native. age=84, passage number=2",LLM (Fallback)
SRX23335289,unknown,0,No relevant keywords,non-native,"Non-Native. age=97, cell type is specific but it's a primary cell line with multiple passages",LLM (Fallback)
SRX23335290,unknown,0,No relevant keywords,non-native,"Non-Native. cell type=dermal fibroblasts, Cell_type_class=Epidermis",LLM (Fallback)
SRX23335291,unknown,0,No relevant keywords,non-native,"Non-Native. Cell_type_class=Blood, Cell_type=CD4+ T cells",LLM (Fallback)
SRX23383574,non-native,95,"Highest weight keyword: 'neonatal' (category: strong_non_native, score: 100.0). Matches found: 'neonatal' in 'cell line' (strong_non_native/100.0)",non-native,,Keyword (Non-Native)
SRX23548768,native,50,"Highest weight keyword: 'control' (category: weak_native, score: 100.0). Matches found: 'control' in 'genotype' (weak_native/100.0)",native,"Native. genotype=control,cell_line_indication:vascular smooth muscle cells",LLM (Native Validation)
SRX23548770,non-native,95,"Highest weight keyword: 'overexpression' (category: strong_non_native, score: 80.0). Matches found: 'overexpression' in 'genotype' (strong_non_native/80.0)",non-native,,Keyword (Non-Native)
