ID,keyword_classification,keyword_confidence,keyword_reason,final_classification,llm_reason,classification_method
DRX440344,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell_type_class=Blood, Cell_type=CD4+ T cells",LLM
DRX440349,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell_type_class=Blood, cell_type=CD4+ T cells",LLM
SRX017709,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. cell type=activated CD4+ T cell, Cell_type_class=Blood, Cell_type=CD4+ T cells",LLM
SRX037935,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. CD34 WT,LLM
SRX037940,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. condition=BRG1 RNAi KD,LLM
SRX037941,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. condition=BRG1 KD shLuc control,LLM
SRX10977238,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. donor ID=ENCDO615NVN age=2-4 day, treatments=treatment_term_name: calcium",LLM
SRX10977366,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. dev stage=embryonic, age=5 day",LLM
SRX11513464,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell type=DC, 'Dendritic cells differentiated' ",LLM
SRX11513465,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell type=tolDC, differentiated",LLM
SRX12118509,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. cell type=naive B-cells, knock down=NA",LLM
SRX12129506,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell type=T cells, treatment=PLX",LLM
SRX12209241,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. Cell_type_class=Blood, Cell_type=CD4+ T cells",LLM
SRX13006802,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. adult, dev stage=adult, age=74 year",LLM
SRX14280059,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. disease state=NAFLD,LLM
SRX14280087,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. disease state=Normal control,LLM
SRX15717771,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. cell type=Primary human islets,LLM
SRX16495661,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. CD8+ T cells,LLM
SRX16495697,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. dev stage=adult, age=90 or above year",LLM
SRX170349,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. genotype/variation=wild type, developmental stage=Adult",LLM
SRX1738529,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell type=Hematopoietic Stem Cells, source_name=Human Stem and Progenitor Cell",LLM
SRX18672589,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. cell_line=C20,LLM
SRX18672592,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell_line=C20, treatment=CTCF-KD",LLM
SRX18768994,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell_type_class=Adipocyte, Cell_type=Adipose stem cells",LLM
SRX18768997,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. Cell_type_class=Adipocyte, Cell_type=Adipose stem cells",LLM
SRX19123217,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. Cell type indicates healthy, unmodified specimen",LLM
SRX212182,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. Cell_type_class=Lung, Cell_type=Lung fibroblasts, source_name=fetal lung fibroblast",LLM
SRX212351,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell type: macrophages, source name: macrophage",LLM
SRX212353,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. treatment=none, cell type is macrophages from a healthy donor under normal physiological conditions",LLM
SRX2166886,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. fetal, embryonic cells (age=fetal week 15)",LLM
SRX2253219,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell_line=Cll cells, diagnosis=CLL",LLM
SRX2268292,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. fetal, osteoblast",LLM
SRX23045260,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. Cell_type=Dermal fibroblast, source_name=Human dermal fibroblasts",LLM
SRX23045263,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. treatment=TGFb, cell_line=Mention of generic human cell type is NOT a non-native indicator unless modified.",LLM
SRX23335286,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. age=0, passage number=2",LLM
SRX23335288,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. primary cell line, dermal fibroblasts from a healthy donor (age 84) at passage number 2",LLM
SRX23335289,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. passage number=2, cell_line=primary dermal fibroblast",LLM
SRX23335290,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell type is a generic human cell type, but passage number=2 indicates modification",LLM
SRX23335291,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell type=CD4 T-cells, passage number=None",LLM
SRX23383574,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. cell line=primary, neonatal keratinocytes",LLM
SRX23548768,skipped,0,Keyword search skipped (LLM-Only mode),native,"Native. genotype=control, cell type=vascular smooth muscle cell",LLM
