Experiment ID,Track type,Cell type class,Cell type
SRX7805694,NFATC1,Others,Mesenchymal stem cells
SRX7805695,NFATC1,Others,Mesenchymal stem cells
SRX7805696,NFATC1,Others,Mesenchymal stem cells
SRX7805700,NFATC1,Others,Mesenchymal stem cells
SRX7805701,NFATC1,Others,Mesenchymal stem cells
SRX7805702,NFATC1,Others,Mesenchymal stem cells
SRX8090642,BRD2,Others,Synoviocytes
SRX8090643,BRD4,Others,Synoviocytes
SRX8090645,BRD2,Others,Synoviocytes
SRX8090646,BRD4,Others,Synoviocytes
SRX8090649,BRD2,Others,Synoviocytes
SRX8090650,BRD4,Others,Synoviocytes
SRX8090652,BRD2,Others,Synoviocytes
SRX8090653,BRD4,Others,Synoviocytes
SRX8359003,FLI1,Others,Mesenchymal stem cells
SRX8359006,FLI1,Others,Mesenchymal stem cells
SRX8894991,FOXC1,Others,Limbal stem cells
SRX8894992,FOXC1,Others,Limbal stem cells
SRX8961847,TBP,Others,Mesenchymal stem cells
SRX8961858,TBP,Others,Mesenchymal stem cells
SRX9206317,BRD8,Others,16HBE14o-
SRX9206318,BRD8,Others,16HBE14o-
SRX9560789,KMT2A,Others,Spleen
SRX9560790,AFF1,Others,Spleen
SRX026719,CTCF,Pancreas,Pancreatic islets
SRX026720,CTCF,Pancreas,Pancreatic islets
SRX10976458,CTCF,Pancreas,Pancreas
SRX10976459,CTCF,Pancreas,Pancreas
SRX10976835,CTCF,Pancreas,Pancreas
SRX10976836,CTCF,Pancreas,Pancreas
SRX10976859,CTCF,Pancreas,Pancreas
SRX10976860,CTCF,Pancreas,Pancreas
SRX10977140,CTCF,Pancreas,Pancreatic progenitors
SRX10977141,CTCF,Pancreas,Pancreatic progenitors
SRX13009235,CTCF,Pancreas,Pancreas
SRX13009236,CTCF,Pancreas,Pancreas
SRX15717771,HNF4A,Pancreas,Pancreatic islets
SRX15717773,HNF1A,Pancreas,Pancreatic islets
SRX188958,CTCF,Pancreas,Pancreas
SRX3322135,CTCF,Pancreas,Body of pancreas
SRX3322207,CTCF,Pancreas,Body of pancreas
SRX3322215,CTCF,Pancreas,Body of pancreas
SRX3322606,CTCF,Pancreas,Body of pancreas
SRX6784020,CTCF,Pancreas,Body of pancreas
SRX7509475,CTCF,Pancreas,Pancreas
SRX7509476,CTCF,Pancreas,Pancreas
SRX7509550,CTCF,Pancreas,Pancreas
SRX7509551,CTCF,Pancreas,Pancreas
SRX8419454,GLIS3,Pancreas,Pancreatic islets
SRX11646086,AR,Prostate,Prostate
SRX11646089,AR,Prostate,Prostate
SRX11646091,AR,Prostate,Prostate
SRX11646092,AR,Prostate,Prostate
SRX11646094,AR,Prostate,Prostate
SRX11646096,AR,Prostate,Prostate
SRX11646098,AR,Prostate,Prostate
SRX11646100,AR,Prostate,Prostate
SRX11646102,AR,Prostate,Prostate
SRX3322103,CTCF,Prostate,Prostate epithelial cells
SRX3322104,CTCF,Prostate,Prostate epithelial cells
SRX3322725,EP300,Prostate,Prostate gland
SRX3322745,CTCF,Prostate,Prostate gland
SRX3322808,CTCF,Prostate,Prostate gland
SRX4582746,AR,Prostate,Localized prostate
SRX4582747,AR,Prostate,Localized prostate
SRX4582748,AR,Prostate,Localized prostate
SRX4582749,AR,Prostate,Localized prostate
SRX481466,ARRB1,Prostate,Prostate
SRX502054,AR,Prostate,Prostate
SRX502056,AR,Prostate,Prostate
SRX502058,AR,Prostate,Prostate
SRX502060,AR,Prostate,Prostate
SRX502061,AR,Prostate,Prostate
SRX502064,AR,Prostate,Prostate
SRX502068,AR,Prostate,Prostate
SRX5471139,MED1,Prostate,Prostate
SRX7089339,CTCF,Prostate,Prostate gland
SRX7089340,CTCF,Prostate,Prostate gland
SRX7509293,CTCF,Prostate,Prostate gland
SRX7509294,CTCF,Prostate,Prostate gland
SRX8406299,HOXB13,Prostate,Prostate
SRX8406300,HOXB13,Prostate,Prostate
SRX8406301,HOXB13,Prostate,Prostate
SRX8406302,HOXB13,Prostate,Prostate
SRX8406303,HOXB13,Prostate,Prostate
SRX8406304,HOXB13,Prostate,Prostate
SRX8406305,HOXB13,Prostate,Prostate
SRX8406306,HOXB13,Prostate,Prostate
SRX8406307,HOXB13,Prostate,Prostate
SRX8406308,HOXB13,Prostate,Prostate
SRX8406315,AR,Prostate,Prostate
SRX8406316,AR,Prostate,Prostate
SRX8406413,AR,Prostate,Prostate
SRX8406414,AR,Prostate,Prostate
SRX8406415,AR,Prostate,Prostate
SRX8406416,AR,Prostate,Prostate
SRX8406417,AR,Prostate,Prostate
SRX8406418,AR,Prostate,Prostate
SRX8406419,AR,Prostate,Prostate
SRX8406420,AR,Prostate,Prostate
SRX8406421,AR,Prostate,Prostate
SRX8406422,AR,Prostate,Prostate
SRX8406423,AR,Prostate,Prostate
SRX8406424,AR,Prostate,Prostate
SRX8406425,AR,Prostate,Prostate
SRX8406426,AR,Prostate,Prostate
SRX8406427,AR,Prostate,Prostate
SRX8406428,AR,Prostate,Prostate
SRX8406445,AR,Prostate,Prostate
SRX8406446,AR,Prostate,Prostate
SRX8406447,AR,Prostate,Prostate
SRX8406448,AR,Prostate,Prostate
SRX8406449,AR,Prostate,Prostate
SRX8406450,AR,Prostate,Prostate
SRX8406482,FOXA1,Prostate,Prostate
SRX8406483,FOXA1,Prostate,Prostate
SRX8406484,FOXA1,Prostate,Prostate
SRX8406485,FOXA1,Prostate,Prostate
SRX8406486,FOXA1,Prostate,Prostate
SRX8406487,FOXA1,Prostate,Prostate
SRX8406488,FOXA1,Prostate,Prostate
SRX8406489,FOXA1,Prostate,Prostate
SRX8406490,FOXA1,Prostate,Prostate
SRX8406491,FOXA1,Prostate,Prostate
SRX8406492,FOXA1,Prostate,Prostate
SRX8406500,FOXA1,Prostate,Prostate
SRX8406501,FOXA1,Prostate,Prostate
SRX8406502,FOXA1,Prostate,Prostate
SRX8406503,FOXA1,Prostate,Prostate
SRX8406504,FOXA1,Prostate,Prostate
SRX8406505,FOXA1,Prostate,Prostate
SRX8406506,FOXA1,Prostate,Prostate
SRX8406507,FOXA1,Prostate,Prostate
SRX8406508,FOXA1,Prostate,Prostate
SRX8406509,FOXA1,Prostate,Prostate
SRX8406510,FOXA1,Prostate,Prostate
SRX8406511,FOXA1,Prostate,Prostate
SRX8406512,FOXA1,Prostate,Prostate
SRX8406513,FOXA1,Prostate,Prostate
SRX8406514,FOXA1,Prostate,Prostate
SRX8406515,FOXA1,Prostate,Prostate
SRX8406531,HOXB13,Prostate,Prostate
SRX8406532,HOXB13,Prostate,Prostate
SRX8406533,HOXB13,Prostate,Prostate
SRX8406534,HOXB13,Prostate,Prostate
SRX8406535,HOXB13,Prostate,Prostate
SRX8406536,HOXB13,Prostate,Prostate
SRX8406537,HOXB13,Prostate,Prostate
SRX8406538,HOXB13,Prostate,Prostate
SRX8406539,HOXB13,Prostate,Prostate
SRX8406540,HOXB13,Prostate,Prostate
SRX8406541,HOXB13,Prostate,Prostate
SRX8406542,HOXB13,Prostate,Prostate
SRX8406543,HOXB13,Prostate,Prostate
SRX8406544,HOXB13,Prostate,Prostate
SRX8406545,HOXB13,Prostate,Prostate
SRX8406546,HOXB13,Prostate,Prostate
SRX8406547,HOXB13,Prostate,Prostate
SRX1048945,PGR,Uterus,Endometrial stromal cells
SRX1048946,FOSL2,Uterus,Endometrial stromal cells
SRX1048948,FOXO1,Uterus,Endometrial stromal cells
SRX10976123,CTCF,Uterus,Uterus
SRX10976124,CTCF,Uterus,Uterus
SRX10976367,CTCF,Uterus,Vagina
SRX10976368,CTCF,Uterus,Vagina
SRX1435941,ZBTB16,Uterus,Endometrial stromal cells
SRX14853137,ESR1,Uterus,Endometrium
SRX14853138,ESR1,Uterus,Endometrium
SRX14853139,ESR1,Uterus,Uterine epithelial cells
SRX14853140,PGR,Uterus,Uterine epithelial cells
SRX14853141,ESR1,Uterus,Uterine epithelial cells
SRX14853142,PGR,Uterus,Uterine epithelial cells
SRX3322222,CTCF,Uterus,Vagina
SRX3322404,CTCF,Uterus,Vagina
SRX3322476,CTCF,Uterus,Uterus
SRX3322917,EP300,Uterus,Vagina
SRX3323045,EP300,Uterus,Vagina
SRX3323076,CTCF,Uterus,Uterus
SRX3503584,GATA2,Uterus,Endometrial stromal cells
SRX372174,NR2F2,Uterus,Endometrial stromal cells
SRX4637896,AR,Uterus,Endometrial stromal cells
SRX4911598,FOXA2,Uterus,Endometrium
SRX4911599,FOXA2,Uterus,Endometrium
SRX4911600,FOXA2,Uterus,Endometrium
SRX4911601,FOXA2,Uterus,Endometrium
SRX5088243,NCOA2,Uterus,Endometrial stromal cells
SRX5195671,SMARCA4,Uterus,Endometrial epithelial cells
SRX5195672,SMARCA4,Uterus,Endometrial epithelial cells
SRX5195673,SMARCA4,Uterus,Endometrial epithelial cells
SRX5195674,SMARCA4,Uterus,Endometrial epithelial cells
SRX5195707,ARID1A,Uterus,Endometrial epithelial cells
SRX5195708,ARID1A,Uterus,Endometrial epithelial cells
SRX5195709,ARID1A,Uterus,Endometrial epithelial cells
SRX5195710,ARID1A,Uterus,Endometrial epithelial cells
SRX5195711,ARID1A,Uterus,Endometrial epithelial cells
SRX5195712,ARID1A,Uterus,Endometrial epithelial cells
SRX5195713,ARID1A,Uterus,Endometrial epithelial cells
SRX5195714,ARID1A,Uterus,Endometrial epithelial cells
SRX5195715,ARID1A,Uterus,Endometrial epithelial cells
SRX5195716,ARID1A,Uterus,Endometrial epithelial cells
SRX5195717,ARID1A,Uterus,Endometrial epithelial cells
SRX5195718,ARID1A,Uterus,Endometrial epithelial cells
SRX5195727,SMARCA4,Uterus,Endometrial epithelial cells
SRX5195728,SMARCA4,Uterus,Endometrial epithelial cells
SRX5195729,SMARCA4,Uterus,Endometrial epithelial cells
SRX5195730,SMARCA4,Uterus,Endometrial epithelial cells
SRX5195731,SMARCA4,Uterus,Endometrial epithelial cells
SRX5195732,SMARCA4,Uterus,Endometrial epithelial cells
SRX5195733,SMARCA4,Uterus,Endometrial epithelial cells
SRX5195734,SMARCA4,Uterus,Endometrial epithelial cells
SRX5514006,FOS,Uterus,Myometrium
SRX5514007,FOS,Uterus,Myometrium
SRX5514008,FOS,Uterus,Myometrium
SRX5514009,FOS,Uterus,Myometrium
SRX5514010,FOS,Uterus,Myometrium
SRX5514016,JUN,Uterus,Myometrium
SRX5514017,JUN,Uterus,Myometrium
SRX5514018,JUN,Uterus,Myometrium
SRX5514019,JUN,Uterus,Myometrium
SRX5514020,JUN,Uterus,Myometrium
SRX5514026,CDK8,Uterus,Myometrium
SRX5514027,CDK8,Uterus,Myometrium
SRX5514028,CDK8,Uterus,Myometrium
SRX5514029,CDK8,Uterus,Myometrium
SRX5514030,CDK8,Uterus,Myometrium
SRX5514036,MED12,Uterus,Myometrium
SRX5514037,MED12,Uterus,Myometrium
SRX5514038,MED12,Uterus,Myometrium
SRX5514039,MED12,Uterus,Myometrium
SRX5514040,MED12,Uterus,Myometrium
SRX5927380,CTCF,Uterus,Fallopian Tubes
SRX5927381,CTCF,Uterus,Fallopian Tubes
SRX5927382,CTCFL,Uterus,Fallopian Tubes
SRX6068069,PGR,Uterus,Endometrium
SRX6068070,PGR,Uterus,Endometrium
SRX6068072,PGR,Uterus,Endometrium
SRX6068073,PGR,Uterus,Endometrium
SRX6857970,PGR,Uterus,Myometrium
SRX6857971,PGR,Uterus,Myometrium
SRX6857972,PGR,Uterus,Myometrium
SRX6857973,PGR,Uterus,Myometrium
SRX7223095,EGR1,Uterus,Endometrial stromal cells
SRX7509548,CTCF,Uterus,Uterus
SRX7509549,CTCF,Uterus,Uterus
SRX7767644,GATA2,Uterus,Endometrial stromal cells
SRX7767645,GATA2,Uterus,Endometrial stromal cells
SRX7767647,GATA2,Uterus,Endometrial stromal cells
SRX7767648,GATA2,Uterus,Endometrial stromal cells
SRX8418755,ESR1,Uterus,Endometrial stromal cells
