Experimental ID,Track type,Cell type class,Cell type
DRX000550,PARK7,Neural,SH-SY5Y
DRX001460,MLL-AF6,Blood,ML-2
DRX002911,LRIF1,Neural,hTERT RPE-1
DRX002912,SMCHD1,Neural,hTERT RPE-1
DRX002915,SMCHD1,Neural,hTERT RPE-1
DRX002918,LRIF1,Neural,hTERT RPE-1
DRX013180,CTCF,Digestive tract,DLD-1
DRX013181,RAD21,Digestive tract,DLD-1
DRX013190,CTCF,Kidney,293
DRX013191,RAD21,Kidney,293
DRX013200,CTCF,Uterus,HeLa
DRX013201,RAD21,Uterus,HeLa
DRX013210,CTCF,Breast,MCF-7
DRX013211,RAD21,Breast,MCF-7
DRX021114,Epitope tags,Kidney,293
DRX021116,Epitope tags,Kidney,293
DRX021118,MBD1,Digestive tract,HCT 116
DRX021119,MBD2,Digestive tract,HCT 116
DRX021120,MBD4,Digestive tract,HCT 116
DRX021253,GRWD1,Uterus,HeLa
DRX021254,GRWD1,Uterus,HeLa
DRX022350,TAF7,Kidney,293
DRX022353,ICE1,Kidney,293
DRX022354,ICE1,Kidney,293
DRX022355,ICE1,Kidney,293
DRX022357,MED26,Kidney,293
DRX022358,MED26,Kidney,293
DRX022359,MED26,Kidney,293
DRX051430,CTNNB1,Digestive tract,DLD-1
DRX059607,MLLT6,Blood,HB1119
DRX059608,AFF1,Blood,HB1119
DRX059609,BMI1,Blood,HB1119
DRX059610,CBX8,Blood,HB1119
DRX059611,DOT1L,Blood,HB1119
DRX059612,KMT2B,Blood,HB1119
DRX059613,TAF1C,Blood,HB1119
DRX059614,KMT2B,Blood,HB1119
DRX059615,KMT2B,Blood,HB1119
DRX059624,DOT1L,Kidney,293
DRX059627,CBX8,Kidney,293
DRX059628,BMI1,Kidney,293
DRX059630,MLLT1,Kidney,293
DRX059632,TAF1C,Kidney,293
DRX059635,AFF1,Kidney,293
DRX059637,MLLT6,Kidney,293
DRX069273,RAD51,Digestive tract,HCT 116
DRX069274,POLQ,Digestive tract,HCT 116
DRX069275,POLH,Digestive tract,HCT 116
DRX090760,RAD51,Digestive tract,HCT 116
DRX090761,POLQ,Digestive tract,HCT 116
DRX090762,POLH,Digestive tract,HCT 116
DRX135461,TP53,Lung,NCI-H1299
DRX135462,TP53,Lung,NCI-H1299
DRX144853,RUNX2,Blood,CAL-1
DRX156329,MGMT,Neural,U-87 MG
DRX156330,MGMT,Neural,U-87 MG
DRX156331,MGMT,Neural,U-87 MG
DRX156332,MGMT,Neural,U-87 MG
DRX156347,MGMT,Neural,U-87 MG
DRX156348,MGMT,Neural,U-87 MG
DRX156349,MGMT,Neural,U-87 MG
DRX156350,MGMT,Neural,U-87 MG
DRX169019,ZNF217,Unclassified,Unclassified
DRX169021,ZNF217,Unclassified,Unclassified
DRX169023,ZNF217,Unclassified,Unclassified
DRX205076,CTCF,Lung,SVts-8
DRX205077,CTCF,Lung,SVts-8
DRX227594,LDB2,Pluripotent stem cell,iPSC derived neural cells
DRX233482,CTCF,Lung,SVts-8
DRX233483,CTCF,Lung,SVts-8
SRX003182,POU2F1,Uterus,HeLa
SRX003313,STAT1,Uterus,HeLa
SRX003314,STAT1,Uterus,HeLa
SRX003315,STAT1,Uterus,HeLa
SRX003316,STAT1,Uterus,HeLa
SRX003317,STAT1,Uterus,HeLa
SRX003318,STAT1,Uterus,HeLa
SRX003319,STAT1,Uterus,HeLa
SRX003320,STAT1,Uterus,HeLa
SRX003321,STAT1,Uterus,HeLa
SRX003322,STAT1,Uterus,HeLa
SRX003323,STAT1,Uterus,HeLa
SRX003324,STAT1,Uterus,HeLa
SRX003325,STAT1,Uterus,HeLa
SRX003794,CTCF,Blood,CD4+ T cells
SRX003796,CTCF,Uterus,HeLa
SRX003798,CTCF,Blood,Jurkat
SRX003842,EZH2,Pluripotent stem cell,ES cells
SRX003846,RNF2,Pluripotent stem cell,ES cells
SRX003937,ESR1,Breast,MCF-7
SRX003938,ESR1,Breast,MCF-7
SRX003939,ESR1,Breast,MCF-7
SRX003940,ESR1,Breast,MCF-7
SRX011571,POU5F1,Pluripotent stem cell,hESC H1
SRX011572,POU5F1,Pluripotent stem cell,hESC H1
SRX011573,KLF4,Pluripotent stem cell,hESC H1
SRX011574,MYC,Pluripotent stem cell,hESC H1
SRX011575,TAF2,Pluripotent stem cell,hESC H1
SRX011576,EP300,Pluripotent stem cell,hESC H1
SRX011577,TAF2,Pluripotent stem cell,hESC H1
SRX011616,SOX2,Pluripotent stem cell,hESC H1
SRX011617,NANOG,Pluripotent stem cell,hESC H1
SRX011618,NANOG,Pluripotent stem cell,hESC H1
SRX014750,PML,Blood,NB-4
SRX014751,RXRA,Blood,NB-4
SRX014752,RARA,Blood,NB-4
SRX014753,PML,Blood,Leukemia
SRX014754,RXRA,Blood,Leukemia
SRX014766,MethylCap,Blood,NB-4
SRX014767,MethylCap,Blood,NB-4
SRX014768,PML,Blood,NB-4
SRX014769,RXRA,Blood,NB-4
SRX014770,RARA,Blood,NB-4
SRX014773,PML,Blood,Leukemia
SRX014774,RXRA,Blood,Leukemia
SRX014775,PML,Blood,MR4
SRX014776,PML,Blood,MR4
SRX014779,PML,Blood,UPR9
SRX014780,PML,Blood,UPR9
SRX014781,RARA,Blood,UPR9
SRX014782,RARA,Blood,UPR9
SRX014783,RXRA,Blood,UPR9
SRX014784,RXRA,Blood,UPR9
SRX014810,GATA1,Blood,K-562
SRX014811,GATA2,Blood,K-562
SRX015140,JUN,Blood,K-562
SRX015141,FOS,Blood,K-562
SRX015142,MYC,Blood,K-562
SRX015825,ETS1,Blood,Jurkat (Clone E6-1)
SRX015826,RUNX1,Blood,Jurkat (Clone E6-1)
SRX015827,CREBBP,Blood,Jurkat (Clone E6-1)
SRX016028,RB1,Lung,IMR-90
SRX016029,RB1,Lung,IMR-90
SRX016030,RB1,Lung,IMR-90
SRX016031,RBL2,Lung,IMR-90
SRX016032,RB1,Lung,IMR-90
SRX016033,RB1,Lung,IMR-90
SRX016034,RBL2,Lung,IMR-90
SRX016035,RB1,Lung,IMR-90
SRX016036,RBL2,Lung,IMR-90
SRX016037,RB1,Lung,IMR-90
SRX016038,RBL2,Lung,IMR-90
SRX016556,BDP1,Lung,IMR-90
SRX016557,BRF1,Lung,IMR-90
SRX016559,SNAPC2,Lung,IMR-90
SRX016998,BRF1,Uterus,HeLa
SRX016999,BRF2,Uterus,HeLa
SRX017005,GTF3C1,Uterus,HeLa
SRX017325,PHF8,Neural,SH-SY5Y
SRX017326,ZNF711,Neural,SH-SY5Y
SRX018277,CREBBP,Neural,T98G
SRX018278,EP300,Neural,T98G
SRX018279,EP300,Neural,T98G
SRX018280,CREBBP,Neural,T98G
SRX018281,CREBBP,Neural,T98G
SRX018282,EP300,Neural,T98G
SRX018607,BRF1,Uterus,HeLa
SRX018608,GTF3C1,Uterus,HeLa
SRX018625,HNF4A,Liver,Hep G2
SRX018626,HNF4A,Liver,Hep G2
SRX018627,HNF4G,Liver,Hep G2
SRX018833,TFAP2C,Breast,MCF-7
SRX019498,CTCF,Adipocyte,Adipose stromal cell
SRX019505,CTCF,Adipocyte,Adipose stromal cell
SRX019512,CTCF,Adipocyte,Adipose stromal cell
SRX019519,CTCF,Adipocyte,Adipose stromal cell
SRX019520,PPARG,Adipocyte,Adipose stromal cell
SRX019521,PPARG,Adipocyte,Adipose stromal cell
SRX020506,ESR2,Bone,U2OS
SRX020507,ESR2,Bone,U2OS
SRX020936,FOXA1,Prostate,VCaP
SRX020939,FOXA1,Prostate,LNCAP
SRX021983,ATRX,Blood,Erythroblasts
SRX022562,AR,Prostate,VCaP
SRX022563,ERG,Prostate,VCaP
SRX022564,AR,Prostate,VCaP
SRX022565,ERG,Prostate,VCaP
SRX022566,AR,Prostate,22Rv1
SRX022567,AR,Prostate,LNCAP
SRX022568,AR,Prostate,LNCAP
SRX022569,AR,Prostate,LNCAP
SRX022570,AR,Prostate,LNCAP
SRX022571,AR,Prostate,VCaP
SRX022572,AR,Prostate,VCaP
SRX022573,ERG,Prostate,VCaP
SRX022574,ERG,Prostate,LNCAP
SRX022575,ERG,Prostate,RWPE-1
SRX022576,ERG,Prostate,RWPE-1
SRX022577,AR,Prostate,Prostate cancer cells
SRX022578,ERG,Prostate,Prostate cancer cells
SRX022741,TDRD3,Breast,MCF-7
SRX023135,PRDM14,Pluripotent stem cell,ES cells
SRX023216,ETV1,Digestive tract,GIST48
SRX026098,IGF1,Epidermis,DFB
SRX026263,CDX2,Digestive tract,Caco-2
SRX026264,CDX2,Digestive tract,Caco-2
SRX026265,GATA6,Digestive tract,Caco-2
SRX026266,GATA6,Digestive tract,Caco-2
SRX026267,HNF4A,Digestive tract,Caco-2
SRX026268,HNF4A,Digestive tract,Caco-2
SRX026748,DDX5,Uterus,HeLa
SRX026880,SOX2,Neural,LN-229
SRX027270,SMARCB1,Uterus,HeLa
SRX027271,SMARCA4,Uterus,HeLa
SRX027272,SMARCC1,Uterus,HeLa
SRX027273,SMARCC2,Uterus,HeLa
SRX027458,SUZ12,Pluripotent stem cell,hESC BG03
SRX027482,EP300,Pluripotent stem cell,hESC H9
SRX027488,SMARCA4,Pluripotent stem cell,hESC H9
SRX027490,EP300,Pluripotent stem cell,hESC derived neural cells
SRX028636,NR2C2,Blood,K-562
SRX028637,NR2C2,Blood,K-562
SRX028638,NR2C2,Liver,Hep G2
SRX028639,NR2C2,Liver,Hep G2
SRX028642,NR2C2,Uterus,HeLa
SRX028643,NR2C2,Uterus,HeLa
SRX028646,ELK1,Uterus,HeLa
SRX029081,RUNX1,Blood,CMK
SRX029083,RUNX1,Blood,K-562
SRX029085,RUNX1,Blood,K-562
SRX029086,GATA1,Blood,K-562
SRX029087,FOS,Blood,K-562
SRX029088,FOS,Blood,K-562
SRX029315,GABPA,Blood,CD34 Hematopoietic stem cells
SRX029433,GATA1,Blood,CD34+
SRX029434,GATA2,Blood,CD34+
SRX029435,RUNX1,Blood,CD34+
SRX029436,FLI1,Blood,CD34+
SRX029437,TAL1,Blood,CD34+
SRX029597,TAL1,Blood,T-ALL
SRX029598,TAL1,Blood,CD34 Hematopoietic stem cells
SRX032595,HMGN1,Blood,CD4+ T cells
SRX032596,YY1,Blood,CD4+ T cells
SRX035160,BCL6,Blood,JURL-MK1
SRX036635,ESR1,Bone,U2OS
SRX036636,ESR1,Bone,U2OS
SRX036637,NCOA1,Bone,U2OS
SRX036638,NCOA1,Bone,U2OS
SRX036640,NCOA1,Bone,U2OS
SRX036641,NCOA1,Bone,U2OS
SRX037417,PRAME,Blood,K-562
SRX037418,NFYA,Blood,K-562
SRX037419,NFYB,Blood,K-562
SRX037935,CTCF,Blood,CD34+
SRX037936,CTCF,Blood,CD36+
SRX037937,CTCF,Blood,CD36+
SRX037938,TAL1,Blood,CD36+
SRX037939,TAL1,Blood,CD36+
SRX037940,GATA1,Blood,CD36+
SRX037941,GATA1,Blood,CD36+
SRX037946,SMARCA4,Blood,CD34+
SRX037947,SMARCA4,Blood,CD36+
SRX039137,FOXA1,Breast,MCF-7
SRX039138,FOXA1,Breast,MCF-7
SRX039139,FOS,Breast,MCF-7
SRX039140,FOS,Breast,MCF-7
SRX039141,JUN,Breast,MCF-7
SRX039142,JUN,Breast,MCF-7
SRX039145,FOXA1,Breast,T-47D
SRX039146,FOXA1,Breast,T-47D
SRX040560,LIN9,Uterus,HeLa
SRX040561,LIN9,Uterus,HeLa
SRX040562,MYBL2,Uterus,HeLa
SRX040563,MYBL2,Uterus,HeLa
SRX041286,STAT1,Blood,T cells
SRX041287,STAT1,Blood,T cells
SRX041288,STAT4,Blood,T cells
SRX041289,STAT4,Blood,T cells
SRX041290,STAT5A,Blood,T cells
SRX041291,STAT5A,Blood,T cells
SRX041292,STAT5B,Blood,T cells
SRX041293,STAT5B,Blood,T cells
SRX045434,VDR,Blood,THP-1
SRX045435,VDR,Blood,THP-1
SRX054457,NR1H3,Blood,THP-1
SRX054458,NR1H3,Blood,THP-1
SRX054571,Epitope tags,Breast,MCF-7
SRX054572,Epitope tags,Breast,MCF-7
SRX054573,Epitope tags,Breast,MCF-7
SRX054574,Epitope tags,Breast,MCF-7
SRX054575,Epitope tags,Breast,MCF-7
SRX054576,Epitope tags,Breast,MCF-7
SRX058249,TAL1,Blood,CD34+
SRX059360,EP300,Pluripotent stem cell,hESC derived neural crests
SRX059367,NR2F1,Pluripotent stem cell,hESC derived neural crests
SRX059368,NR2F2,Pluripotent stem cell,hESC derived neural crests
SRX059371,L3MBTL2,Blood,K-562
SRX059372,L3MBTL2,Blood,K-562
SRX059373,E2F6,Blood,K-562
SRX059700,TFAP4,Prostate,LNCAP
SRX062335,RUNX1,Blood,Kasumi-1
SRX062336,RUNX1,Blood,Kasumi-1
SRX062337,RUNX1,Blood,Kasumi-1
SRX062338,RUNX1,Blood,Kasumi-1
SRX062339,RUNX1,Blood,CD34+
SRX070876,GATA2,Cardiovascular,HUVEC
SRX070877,GATA2,Cardiovascular,HUVEC
SRX070878,FOS,Cardiovascular,HUVEC
SRX070879,FOS,Cardiovascular,HUVEC
SRX077859,CDX2,Digestive tract,COLO 320
SRX077860,CDX2,Digestive tract,COLO 320
SRX080253,AFF4,Digestive tract,HCT 116
SRX080254,AFF4,Digestive tract,HCT 116
SRX080257,AFF4,Digestive tract,HCT 116
SRX080258,AFF4,Digestive tract,HCT 116
SRX082162,JUND,Blood,GM12878
SRX082163,FOS,Blood,GM12878
SRX082164,MAX,Blood,GM12878
SRX082165,MYC,Blood,GM12878
SRX084500,SMAD2,Pluripotent stem cell,hESC H9
SRX084501,SMAD2,Pluripotent stem cell,hESC H9
SRX084502,SMAD2,Pluripotent stem cell,hESC derived mesendodermal cells
SRX084503,SMAD2,Pluripotent stem cell,hESC derived mesendodermal cells
SRX084521,ETV4,Prostate,PC-3
SRX084522,JUND,Prostate,PC-3
SRX084524,Epitope tags,Prostate,RWPE-1
SRX084525,ETS1,Prostate,RWPE-1
SRX084526,GABPA,Prostate,RWPE-1
SRX084527,Epitope tags,Prostate,RWPE-1
SRX084528,Epitope tags,Prostate,RWPE-1
SRX084599,BCL6,Blood,OCI-LY1
SRX084601,NCOR2,Blood,OCI-LY1
SRX092313,TBX21,Blood,Th1 Cells
SRX092314,GATA3,Blood,Th1 Cells
SRX092315,GATA3,Blood,Th2 Cells
SRX092450,EBNA2,Blood,IB4
SRX092451,EBNA2,Blood,IB4
SRX092452,RBPJ,Blood,IB4
SRX092453,RBPJ,Blood,IB4
SRX092568,HCFC1,Uterus,HeLa
SRX092569,HCFC1,Uterus,HeLa
SRX092573,ZNF143,Uterus,HeLa
SRX092574,THAP11,Uterus,HeLa
SRX092575,GABPA,Uterus,HeLa
SRX092576,YY1,Uterus,HeLa
SRX093183,SPI1,Blood,Monocytes
SRX093184,CEBPB,Blood,Monocytes
SRX093189,SPI1,Blood,Macrophages
SRX093190,CEBPB,Blood,Macrophages
SRX093191,EGR2,Blood,Macrophages
SRX093192,EGR2,Blood,Macrophages
SRX095385,Epitope tags,Uterus,HeLa
SRX095386,Epitope tags,Uterus,HeLa
SRX095393,MYC,Blood,RAJI
SRX095394,MYC,Blood,CA46
SRX095395,MYC,Blood,BLUE-1
SRX095396,MYC,Blood,BL-41
SRX095397,MYC,Blood,RAMOS
SRX096356,Epitope tags,Bone,EWS502
SRX096358,Epitope tags,Bone,EWS502
SRX096360,Epitope tags,Cardiovascular,HUVEC
SRX096362,Epitope tags,Cardiovascular,HUVEC
SRX097067,GATA1,Blood,CD34+
SRX097068,GATA1,Blood,CD34+
SRX097069,GATA1,Blood,CD34+
SRX097070,GATA1,Blood,CD34+
SRX097071,SMAD1,Blood,CD34+
SRX097072,SMAD1,Blood,CD34 Hematopoietic stem cells
SRX097073,SMAD1,Blood,CD34 Hematopoietic stem cells
SRX097074,TCF7L2,Blood,CD34 Hematopoietic stem cells
SRX097075,TCF7L2,Blood,CD34 Hematopoietic stem cells
SRX097085,GATA1,Blood,K-562
SRX097086,GATA1,Blood,K-562
SRX097087,GATA2,Blood,K-562
SRX097088,GATA2,Blood,K-562
SRX097089,SMAD1,Blood,K-562
SRX097090,SMAD1,Blood,K-562
SRX097091,TCF7L2,Blood,K-562
SRX097095,CEBPA,Blood,U-937
SRX097096,CEBPA,Blood,U-937
SRX097097,SMAD1,Blood,U-937
SRX097098,TCF7L2,Blood,U-937
SRX097110,CEBPA,Blood,U-937
SRX097580,FOXP1,Pluripotent stem cell,hESC H9
SRX097581,FOXP1,Pluripotent stem cell,hESC H9
SRX099053,TP63,Epidermis,Keratinocytes
SRX099055,TP63,Epidermis,Keratinocytes
SRX099230,GATA1,Blood,PBMC
SRX099231,GATA1,Blood,PBMC
SRX099863,CTCF,Breast,MCF-7
SRX099864,CTCF,Breast,MCF-7
SRX099865,MYC,Breast,MCF-7
SRX099866,MYC,Breast,MCF-7
SRX099870,CTCF,Others,FB8470
SRX099871,CTCF,Others,FB8470
SRX099872,MYC,Others,FB8470
SRX099873,MYC,Others,FB8470
SRX099875,CTCF,Others,FB0167P
SRX099876,CTCF,Others,FB0167P
SRX099877,MYC,Others,FB0167P
SRX099878,MYC,Others,FB0167P
SRX099882,CTCF,Neural,D54
SRX099883,CTCF,Neural,D54
SRX099884,MYC,Neural,D54
SRX099885,MYC,Neural,D54
SRX10003070,MSX2,Placenta,Trophoblast stem cells
SRX10003071,MSX2,Placenta,Trophoblast stem cells
SRX10003072,MSX2,Placenta,Trophoblast stem cells
SRX10004663,MEF2D,Blood,MOLM-13
SRX10004665,MEF2D,Blood,MV-4-11
SRX10020169,EZH2,Epidermis,A-375
SRX10020171,USP7,Epidermis,A-375
SRX10020172,EZH2,Epidermis,A-375
SRX10030477,AR,Prostate,LNCAP
SRX10030478,AR,Prostate,LNCAP
SRX10030479,AR,Prostate,LNCAP
SRX10030480,AR,Prostate,LNCAP
SRX10030481,AR,Prostate,LNCAP
SRX100320,GATA2,Blood,CD34 Hematopoietic stem cells
SRX100321,SMAD1,Blood,CD34+
SRX10040035,TRMT13,Breast,MDA-MB-231
SRX10040036,Epitope tags,Breast,MDA-MB-231
SRX10045306,HDAC3,Prostate,LNCAP
SRX10045307,HDAC3,Prostate,LNCAP
SRX10045312,HOXB13,Prostate,LNCAP
SRX10045313,HOXB13,Prostate,LNCAP
SRX10045314,HOXB13,Prostate,LNCAP
SRX10045315,HOXB13,Prostate,LNCAP
SRX10045316,AR,Prostate,LNCAP
SRX10045317,AR,Prostate,LNCAP
SRX10045322,HDAC1,Prostate,LNCAP
SRX10045323,HOXB13,Prostate,PC-3
SRX1004562,YAP1,Lung,MSTO-211H
SRX1004563,TEAD1,Lung,MSTO-211H
SRX10046975,HOXA13,Liver,Hep G2
SRX10046978,Epitope tags,Liver,Hep G2
SRX10046981,HOXA13,Liver,HuH-7
SRX10046984,Epitope tags,Liver,HuH-7
SRX10056747,MBD2,Liver,Hep G2
SRX10056748,MBD2,Liver,Hep G2
SRX10056749,MBD2,Liver,SK-HEP-1
SRX10056750,MBD2,Liver,SK-HEP-1
SRX10056751,MBD2,Liver,Liver
SRX10056752,MBD2,Liver,Liver
SRX10060725,EBF1,Blood,697
SRX10104970,PPARG,Others,5637
SRX10104971,PPARG,Others,5637
SRX10104974,RXRA,Others,5637
SRX10104975,RXRA,Others,5637
SRX1011293,GFP,Liver,HuCCT1
SRX1011294,YAP1,Liver,HuCCT1
SRX1011297,YAP1,Liver,HuCCT1
SRX1011298,TEAD1,Liver,HuCCT1
SRX1011299,TEAD4,Liver,HuCCT1
SRX101130,AR,Prostate,VCaP
SRX1011300,WWTR1,Liver,HuCCT1
SRX101131,AR,Prostate,VCaP
SRX101132,AR,Prostate,VCaP
SRX101133,AR,Prostate,VCaP
SRX101134,AR,Prostate,VCaP
SRX101135,AR,Prostate,VCaP
SRX101136,AR,Prostate,VCaP
SRX101137,AR,Prostate,VCaP
SRX101163,TCF7L2,Blood,K-562
SRX10119363,YAP1,Breast,MCF 10A
SRX10119364,YAP1,Breast,MCF 10A
SRX10119365,YAP1,Breast,MCF 10A
SRX10119366,YAP1,Breast,MCF 10A
SRX10119367,WWTR1,Breast,MCF 10A
SRX10119368,WWTR1,Breast,MCF 10A
SRX10119369,WWTR1,Breast,MCF 10A
SRX10119370,WWTR1,Breast,MCF 10A
SRX10119371,TEAD1,Breast,MCF 10A
SRX10119372,TEAD1,Breast,MCF 10A
SRX10119373,TEAD1,Breast,MCF 10A
SRX10119374,TEAD1,Breast,MCF 10A
SRX10119375,YAP1,Breast,MCF 10A
SRX10119376,YAP1,Breast,MCF 10A
SRX10119377,WWTR1,Breast,MCF 10A
SRX10119378,WWTR1,Breast,MCF 10A
SRX10119379,STAT3,Breast,MCF 10A
SRX10119380,STAT3,Breast,MCF 10A
SRX10119381,STAT3,Breast,MCF 10A
SRX10119382,STAT3,Breast,MCF 10A
SRX10119383,JUNB,Breast,MCF 10A
SRX10119384,JUNB,Breast,MCF 10A
SRX10119385,JUNB,Breast,MCF 10A
SRX10119386,JUNB,Breast,MCF 10A
SRX10119387,YAP1,Breast,MDA-MB-231
SRX10119388,YAP1,Breast,MDA-MB-231
SRX10119389,WWTR1,Breast,MDA-MB-231
SRX10119390,WWTR1,Breast,MDA-MB-231
SRX10119391,TEAD1,Breast,MDA-MB-231
SRX10119392,TEAD1,Breast,MDA-MB-231
SRX10119393,STAT3,Breast,MDA-MB-231
SRX10119394,STAT3,Breast,MDA-MB-231
SRX10119395,JUNB,Breast,MDA-MB-231
SRX10119396,JUNB,Breast,MDA-MB-231
SRX10120399,ATF4,Liver,Hep G2
SRX10120401,TRIB3,Liver,Hep G2
SRX10120402,ATF4,Liver,Hep G2
SRX10120404,TRIB3,Liver,Hep G2
SRX10120406,Epitope tags,Liver,Hep G2
SRX10120408,TRIB3,Liver,Hep G2
SRX10120410,TRIB3,Liver,Hep G2
SRX10120412,TRIB3,Liver,Hep G2
SRX1012221,MLLT3,Pluripotent stem cell,hESC derived neural cells
SRX1012222,TET2,Pluripotent stem cell,hESC derived neural cells
SRX1012536,FOXO1,Blood,B cells
SRX1012537,FOXO1,Blood,B cells
SRX1012538,BCL6,Blood,B cells
SRX1012539,BCL6,Blood,B cells
SRX1013331,MED1,Liver,HuCCT1
SRX1013332,MED1,Liver,HuCCT1
SRX1013333,SMC1A,Liver,HuCCT1
SRX1013334,SMC1A,Liver,HuCCT1
SRX1013341,CDK9,Liver,HuCCT1
SRX1013342,CDK9,Liver,HuCCT1
SRX1013967,NELFA,Uterus,HeLa
SRX1013968,NELFA,Uterus,HeLa
SRX1013969,NELFA,Uterus,HeLa
SRX1013970,NELFA,Uterus,HeLa
SRX10142196,CTCF,Breast,Mammary epithelial cells
SRX10142197,CTCF,Breast,Mammary epithelial cells
SRX10142198,CTCF,Breast,Breast luminal cells
SRX10142199,CTCF,Breast,Breast luminal cells
SRX10142200,CTCF,Breast,Breast luminal cells
SRX10142201,CTCF,Breast,Breast luminal cells
SRX10142202,CTCF,Breast,Breast cancer cell line
SRX10142203,CTCF,Breast,Breast cancer cell line
SRX10142204,CTCF,Breast,Breast cancer cells
SRX10142205,CTCF,Breast,Breast cancer cells
SRX10142206,CTCF,Blood,B cells
SRX10142207,CTCF,Blood,B cells
SRX10144541,ERG,Blood,Kasumi-1
SRX10144542,CDK9,Blood,Kasumi-1
SRX10144543,CDK9,Blood,Kasumi-1
SRX10144544,BRD4,Blood,Kasumi-1
SRX10144545,BRD4,Blood,Kasumi-1
SRX10144598,AML1-ETO,Blood,Kasumi-1
SRX10144599,AML1-ETO,Blood,Kasumi-1
SRX10144600,RUNX1,Blood,Kasumi-1
SRX10144601,RUNX1,Blood,Kasumi-1
SRX10144602,SPI1,Blood,Kasumi-1
SRX10144603,SPI1,Blood,Kasumi-1
SRX10144604,EP300,Blood,Kasumi-1
SRX10144605,EP300,Blood,Kasumi-1
SRX10144606,LMO2,Blood,Kasumi-1
SRX10144607,LMO2,Blood,Kasumi-1
SRX10144608,RUNX1,Blood,Kasumi-1
SRX10144609,RUNX1,Blood,Kasumi-1
SRX10144612,FLI1,Blood,Kasumi-1
SRX10144613,FLI1,Blood,Kasumi-1
SRX10144614,ERG,Blood,Kasumi-1
SRX10145214,REL,Unclassified,Unclassified
SRX10145215,REL,Unclassified,Unclassified
SRX10145216,REL,Unclassified,Unclassified
SRX10158151,BRD4,Blood,KBM-7
SRX10158152,BRD4,Blood,KBM-7
SRX10158153,BRD4,Blood,KBM-7
SRX10158154,BRD4,Blood,KBM-7
SRX10158155,BRD4,Blood,KBM-7
SRX10158156,BRD4,Blood,KBM-7
SRX10158157,BRD4,Blood,KBM-7
SRX10158158,BRD4,Blood,KBM-7
SRX10158159,BRD4,Blood,KBM-7
SRX10158160,BRD4,Blood,KBM-7
SRX10158161,BRD4,Blood,KBM-7
SRX10158162,BRD4,Blood,KBM-7
SRX10158163,BRD4,Blood,KBM-7
SRX10158164,BRD4,Blood,KBM-7
SRX10158165,BRD4,Blood,KBM-7
SRX10158166,BRD4,Blood,KBM-7
SRX10162652,EP300,Pluripotent stem cell,hESC H9
SRX10162653,EP300,Pluripotent stem cell,hESC H9
SRX10162654,EP300,Neural,Brain organoids
SRX10162655,EP300,Neural,Brain organoids
SRX10162656,EP300,Neural,Brain organoids
SRX10162657,EP300,Neural,Brain organoids
SRX10170781,BRD4,Neural,Neurofibromatosis 2
SRX10170782,BRD4,Neural,Neurofibromatosis 2
SRX10170783,BRD4,Neural,Neurofibromatosis 2
SRX10170784,BRD4,Neural,Neurofibromatosis 2
SRX10184476,RNF2,Blood,K-562
SRX10184477,BCOR,Blood,K-562
SRX10184478,BCOR,Blood,K-562
SRX10184479,BCOR,Blood,K-562
SRX10184489,BCOR,Blood,Acute myeloid leukemia
SRX10184492,BCOR,Blood,K-562
SRX10184493,BCOR,Blood,K-562
SRX10184494,SUZ12,Blood,K-562
SRX10184495,SUZ12,Blood,K-562
SRX10184496,BCORL1,Blood,K-562
SRX10184497,BCORL1,Blood,K-562
SRX10184498,BCORL1,Blood,K-562
SRX10184499,BCORL1,Blood,K-562
SRX10184500,BCOR,Blood,Acute myeloid leukemia
SRX10184504,BCOR,Blood,OCI-AML3
SRX10184505,BCOR,Blood,KG-1
SRX10184506,BCOR,Blood,MV-4-11
SRX10184512,BCOR,Blood,K-562
SRX10184517,KDM2B,Blood,K-562
SRX10184538,FOXA1,Breast,HCC1954
SRX10184539,FOXA1,Breast,HCC1954
SRX10184540,GATA3,Breast,HCC1954
SRX10184541,GATA3,Breast,HCC1954
SRX10188905,RAD21,Digestive tract,HCT 116
SRX10188906,RAD21,Digestive tract,HCT 116
SRX10188907,RAD21,Digestive tract,HCT 116
SRX10188908,RAD21,Digestive tract,HCT 116
SRX10188909,RAD21,Digestive tract,HCT 116
SRX10188910,RAD21,Digestive tract,HCT 116
SRX10188911,RAD21,Digestive tract,HCT 116
SRX10188912,RAD21,Digestive tract,HCT 116
SRX10188913,RAD21,Digestive tract,HCT 116
SRX10188914,RAD21,Digestive tract,HCT 116
SRX10188915,RAD21,Digestive tract,HCT 116
SRX10188916,RAD21,Digestive tract,HCT 116
SRX10188917,RAD21,Digestive tract,HCT 116
SRX10188918,RAD21,Digestive tract,HCT 116
SRX10188919,RAD21,Digestive tract,HCT 116
SRX10188920,RAD21,Digestive tract,HCT 116
SRX10188921,RAD21,Digestive tract,HCT 116
SRX10188922,RAD21,Digestive tract,HCT 116
SRX10188923,RAD21,Digestive tract,HCT 116
SRX10188924,RAD21,Digestive tract,HCT 116
SRX10188925,RAD21,Digestive tract,HCT 116
SRX10188926,RAD21,Digestive tract,HCT 116
SRX10188927,RAD21,Digestive tract,HCT 116
SRX10188928,RAD21,Digestive tract,HCT 116
SRX10188929,RAD21,Digestive tract,HCT 116
