Experimental ID,Track type,Cell type class,Cell type
SRX4370433,CTCF,Neural,Anterior temporal cortex
SRX4370436,CTCF,Neural,Anterior temporal cortex
SRX4615357,ALKBH1,Neural,Glioblastoma
SRX5020208,SMARCA2,Neural,Neural progenitor cells
SRX5020211,SMARCA2,Neural,Neural progenitor cells
SRX5020214,SMARCA2,Neural,Neural progenitor cells
SRX5054307,FOSL2,Neural,Neural progenitor cells
SRX5054308,FOSL2,Neural,Neural progenitor cells
SRX5054309,FOSL2,Neural,Neural progenitor cells
SRX534844,CHD8,Neural,Neural Stem Cells
SRX534845,CHD8,Neural,Neural Stem Cells
SRX6602366,ARNTL,Neural,Neural Stem Cells
SRX6602367,ARNTL,Neural,Neural Stem Cells
SRX6602369,ARNTL,Neural,Neural Stem Cells
SRX6602370,ARNTL,Neural,Neural Stem Cells
SRX7058946,CTCF,Neural,Glioblastoma
SRX1027437,CEBPB,Others,Mesenchymal stem cells
SRX1027438,CEBPB,Others,Mesenchymal stem cells
SRX1027439,CEBPB,Others,Mesenchymal stem cells
SRX1027440,NR3C1,Others,Mesenchymal stem cells
SRX1027441,ATF4,Others,Mesenchymal stem cells
SRX1027443,CEBPB,Others,Mesenchymal stem cells
SRX1027444,CEBPB,Others,Mesenchymal stem cells
SRX1027445,CEBPB,Others,Mesenchymal stem cells
SRX1027446,CEBPB,Others,Mesenchymal stem cells
SRX1027447,ATF4,Others,Mesenchymal stem cells
SRX1027448,CEBPB,Others,Mesenchymal stem cells
SRX1027449,CEBPB,Others,Mesenchymal stem cells
SRX1027450,CEBPB,Others,Mesenchymal stem cells
SRX1027451,ATF4,Others,Mesenchymal stem cells
SRX1027452,ATF4,Others,Mesenchymal stem cells
SRX11120906,RAD21,Others,Fibroblasts
SRX11120932,AFF4,Others,Fibroblasts
SRX11120933,AFF4,Others,Fibroblasts
SRX11120934,AFF4,Others,Fibroblasts
SRX11120938,NIPBL,Others,Fibroblasts
SRX11120939,NIPBL,Others,Fibroblasts
SRX11120950,NIPBL,Others,Fibroblasts
SRX11120957,RAD21,Others,Fibroblasts
SRX11120958,RAD21,Others,Fibroblasts
SRX11120959,RAD21,Others,Fibroblasts
SRX11157738,AAV Rep68,Others,Epithelial cells
SRX11157739,AAV Rep68,Others,Epithelial cells
SRX11157761,AAV Rep68,Others,Epithelial cells
SRX11157762,AAV Rep68,Others,Epithelial cells
SRX11157763,AAV Rep68,Others,Epithelial cells
SRX11157764,AAV Rep68,Others,Epithelial cells
SRX15710550,MAU2,Others,Fibroblasts
SRX15710551,MAU2,Others,Fibroblasts
SRX15710552,NIPBL,Others,Fibroblasts
SRX15710553,RAD21,Others,Fibroblasts
SRX15710554,STAG1,Others,Fibroblasts
SRX15710555,STAG1,Others,Fibroblasts
SRX15710556,STAG2,Others,Fibroblasts
SRX15710557,STAG2,Others,Fibroblasts
SRX15710558,STAG2,Others,Fibroblasts
SRX15710559,STAG2,Others,Fibroblasts
SRX1629831,OVOL2,Others,Epithelium
SRX18119380,MYB,Others,Salivary Glands
SRX2268289,CHD1,Others,Mesenchymal stem cells
SRX2268290,CHD1,Others,Mesenchymal stem cells
SRX2268291,CHD1,Others,Mesenchymal stem cells
SRX2671850,EP300,Others,Fibroblasts
SRX3240987,MED1,Others,Mesenchymal stem cells
SRX3240988,MED1,Others,Mesenchymal stem cells
SRX3240989,MED1,Others,Mesenchymal stem cells
SRX3240990,MED1,Others,Mesenchymal stem cells
SRX3240991,MED1,Others,Mesenchymal stem cells
SRX3240992,MED1,Others,Mesenchymal stem cells
SRX3240993,MED1,Others,Mesenchymal stem cells
SRX3240994,MED1,Others,Mesenchymal stem cells
SRX3240995,MED1,Others,Mesenchymal stem cells
SRX3240996,MED1,Others,Mesenchymal stem cells
SRX3240997,MED1,Others,Mesenchymal stem cells
SRX3240998,MED1,Others,Mesenchymal stem cells
SRX338978,ERCC6,Others,Fibroblasts
SRX338979,ERCC6,Others,Fibroblasts
SRX352046,ERCC6,Others,Fibroblasts
SRX396251,TP53,Others,Fibroblasts
SRX396252,TP53,Others,Fibroblasts
SRX396253,TP53,Others,Fibroblasts
SRX396254,TP53,Others,Fibroblasts
SRX396255,TP53,Others,Fibroblasts
SRX396256,TP53,Others,Fibroblasts
SRX396257,TP53,Others,Fibroblasts
SRX396258,TP53,Others,Fibroblasts
SRX396259,TP53,Others,Fibroblasts
SRX396260,TP53,Others,Fibroblasts
SRX396265,TP53,Others,Fibroblasts
SRX396266,TP53,Others,Fibroblasts
SRX396268,TP53,Others,Fibroblasts
SRX4389612,CBX4,Others,Mesenchymal stem cells
SRX4389613,CBX4,Others,Mesenchymal stem cells
SRX481483,PRKDC,Others,Fibroblasts
SRX481484,PRKDC,Others,Fibroblasts
SRX481485,PCGF2,Others,Fibroblasts
SRX481486,PCGF2,Others,Fibroblasts
SRX503331,KSHV LANA,Others,LEC
SRX503333,KSHV LANA,Others,LEC
SRX5204039,PRMT3,Others,Mesenchymal stem cells
SRX5204040,PRMT3,Others,Mesenchymal stem cells
SRX5254847,ZBTB16,Others,Mesenchymal stem cells
SRX5254848,ZBTB16,Others,Mesenchymal stem cells
SRX5254849,SUZ12,Others,Mesenchymal stem cells
SRX5254850,SUZ12,Others,Mesenchymal stem cells
SRX5254851,RNF2,Others,Mesenchymal stem cells
SRX5254852,RNF2,Others,Mesenchymal stem cells
SRX8419454,GLIS3,Pancreas,Pancreatic islets
SRX5162246,CREBBP,Placenta,Cytotrophoblast
SRX5162247,CREBBP,Placenta,Cytotrophoblast
SRX5162248,CREBBP,Placenta,Cytotrophoblast
SRX5162252,HDAC1,Placenta,Cytotrophoblast
SRX5162253,HDAC1,Placenta,Cytotrophoblast
SRX5162254,HDAC1,Placenta,Cytotrophoblast
SRX5162255,RELB,Placenta,Cytotrophoblast
SRX5162256,RELB,Placenta,Cytotrophoblast
SRX5162257,RELB,Placenta,Cytotrophoblast
SRX502054,AR,Prostate,Prostate
SRX502056,AR,Prostate,Prostate
SRX502058,AR,Prostate,Prostate
SRX502060,AR,Prostate,Prostate
SRX502061,AR,Prostate,Prostate
SRX502064,AR,Prostate,Prostate
SRX502068,AR,Prostate,Prostate
SRX1435941,ZBTB16,Uterus,Endometrial stromal cells
SRX372174,NR2F2,Uterus,Endometrial stromal cells
SRX4911598,FOXA2,Uterus,Endometrium
SRX4911599,FOXA2,Uterus,Endometrium
SRX4911600,FOXA2,Uterus,Endometrium
SRX4911601,FOXA2,Uterus,Endometrium
SRX5088243,NCOA2,Uterus,Endometrial stromal cells
SRX5514006,FOS,Uterus,Myometrium
SRX5514007,FOS,Uterus,Myometrium
SRX5514008,FOS,Uterus,Myometrium
SRX5514009,FOS,Uterus,Myometrium
SRX5514010,FOS,Uterus,Myometrium
SRX5514016,JUN,Uterus,Myometrium
SRX5514017,JUN,Uterus,Myometrium
SRX5514018,JUN,Uterus,Myometrium
SRX5514019,JUN,Uterus,Myometrium
SRX5514020,JUN,Uterus,Myometrium
SRX5514026,CDK8,Uterus,Myometrium
SRX5514027,CDK8,Uterus,Myometrium
SRX5514028,CDK8,Uterus,Myometrium
SRX5514029,CDK8,Uterus,Myometrium
SRX5514030,CDK8,Uterus,Myometrium
SRX5514036,MED12,Uterus,Myometrium
SRX5514037,MED12,Uterus,Myometrium
SRX5514038,MED12,Uterus,Myometrium
SRX5514039,MED12,Uterus,Myometrium
SRX5514040,MED12,Uterus,Myometrium
SRX7223095,EGR1,Uterus,Endometrial stromal cells
