ID,keyword_classification,keyword_confidence,keyword_reason,final_classification,llm_reason,classification_method
DRX440382,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. genotype=wild-type,LLM
ERX204066,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. genotype=Wildtype,LLM
SRX018602,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype=Nrl-/-,LLM
SRX027447,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. genotype/variation=wild type,LLM
SRX028842,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=Brd2_0H_minus,LLM
SRX10462798,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype=Tet2+/-,LLM
SRX105503,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. strain=CD1 outbred mice | age=2-3 months,LLM
SRX1063034,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. genotype=WT,LLM
SRX1063037,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. genotype=S3KO, treatment=IL21 STAT1",LLM
SRX10652556,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype=Junbfl/fl,LLM
SRX10659669,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. FoxA Dev double null,LLM
SRX10828736,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. genotype=XBP1 LKO,LLM
SRX10873024,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. tissue preparation=Fixed by Formaldehyde,LLM
SRX11187698,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=1h progesterone treatment,LLM
SRX11366190,skipped,0,Keyword search skipped (LLM-Only mode),non-native,"Non-Native. genotype=WT, treatment=T09",LLM
SRX1176003,skipped,0,Keyword search skipped (LLM-Only mode),native,Native. treatment=none,LLM
SRX13065852,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. deletion=specific deletion of Ppp1r13l exon8,LLM
SRX14059359,skipped,0,Keyword search skipped (LLM-Only mode),non-native,Non-Native. treatment=treated with 100 ng/ml LPS for 4 h,LLM
